cutsheet_url,pid,listing_id,class_id,ldate,sdate,expdate,dom,lprice,sprice,stid
https://www.viewpoint.ca/cutsheet/202600746/1/2024-Angell-Street-Westville,65152712,202513694,1,2025-06-06,,2026-01-06,214,434900,,1
https://www.viewpoint.ca/cutsheet/202600746/1/2024-Angell-Street-Westville,65152712,202001950,1,2020-02-03,2020-05-08,2020-05-11,95,239500,233500,2
https://www.viewpoint.ca/cutsheet/202600746/1/2024-Angell-Street-Westville,65152712,201904908,1,2019-03-18,,2019-12-20,277,244900,,1
https://www.viewpoint.ca/cutsheet/202600746/1/2024-Angell-Street-Westville,65152712,4990398,1,2014-05-06,,2014-08-06,92,224500,,1
https://www.viewpoint.ca/cutsheet/202603192/1/75-Denoon-Street-Pictou,00972646,202603192,1,2026-02-22,,2026-07-22,45,419000,,5
https://www.viewpoint.ca/cutsheet/202603192/1/75-Denoon-Street-Pictou,00972646,202524458,1,2025-09-26,,2026-01-01,71,465000,,3
https://www.viewpoint.ca/cutsheet/202603192/1/75-Denoon-Street-Pictou,00972646,202524460,3,2025-09-26,,2026-01-01,71,465000,,3
https://www.viewpoint.ca/cutsheet/202603192/1/75-Denoon-Street-Pictou,00972646,202301379,1,2023-01-27,2023-09-08,2023-09-12,224,289900,250000,2
https://www.viewpoint.ca/cutsheet/202603192/1/75-Denoon-Street-Pictou,00972646,202129700,3,2021-12-15,,2022-01-22,38,229000,,3
https://www.viewpoint.ca/cutsheet/202603192/1/75-Denoon-Street-Pictou,00972646,202129703,1,2021-12-15,2022-01-22,2022-01-22,38,229000,218000,2
https://www.viewpoint.ca/cutsheet/202603192/1/75-Denoon-Street-Pictou,00972646,202105829,1,2021-03-23,,2021-08-01,131,229900,,1
https://www.viewpoint.ca/cutsheet/202603192/1/75-Denoon-Street-Pictou,00972646,202105837,3,2021-03-23,,2021-08-01,131,229900,,1
https://www.viewpoint.ca/cutsheet/202603192/1/75-Denoon-Street-Pictou,00972646,201925036,1,2019-10-27,,2020-04-08,164,219000,,3
